"lb_name";"lb_code";"ward_code";"ward_name";"ward_area_hectare";"green_area_hectare";"blue_area_hectare";"green_blue_area_hectare";"percent_green";"percent_blue";"percent_green_blue"
"Barking and Dagenham";"E09000002";"E05000026";"Abbey";128.292;35.7143;3.18564;38.9;27.8383;2.48312;30.3214
"Barking and Dagenham";"E09000002";"E05000027";"Alibon";136.442;62.6775;0.0329205;62.7105;45.9371;0.0241279;45.9613
"Barking and Dagenham";"E09000002";"E05000028";"Becontree";128.809;46.4688;0.0179419;46.4867;36.0757;0.0139291;36.0896
"Barking and Dagenham";"E09000002";"E05000029";"Chadwell Heath";338.422;209.864;4.32314;214.187;62.0125;1.27744;63.2899
"Barking and Dagenham";"E09000002";"E05000030";"Eastbrook";345.06;192.443;17.4322;209.875;55.7709;5.05194;60.8228
"Barking and Dagenham";"E09000002";"E05000031";"Eastbury";143.921;58.6942;0.228589;58.9228;40.7822;0.15883;40.9411
"Barking and Dagenham";"E09000002";"E05000032";"Gascoigne";113.874;28.8595;4.22368;33.0832;25.3433;3.70908;29.0524
"Barking and Dagenham";"E09000002";"E05000033";"Goresbrook";127.782;54.6124;0.422258;55.0346;42.7387;0.330452;43.0692
"Barking and Dagenham";"E09000002";"E05000034";"Heath";200.128;99.0415;1.59533;100.637;49.4891;0.797153;50.2862
"Barking and Dagenham";"E09000002";"E05000035";"Longbridge";164.53;75.2664;3.49502;78.7614;45.7463;2.12424;47.8705
"Barking and Dagenham";"E09000002";"E05000036";"Mayesbrook";185.642;101.503;8.74941;110.252;54.6767;4.71306;59.3897
"Barking and Dagenham";"E09000002";"E05000037";"Parsloes";124.384;56.8955;0.0;56.8955;45.7418;0.0;45.7418
"Barking and Dagenham";"E09000002";"E05000038";"River";354.369;66.8088;49.6381;116.447;18.8529;14.0075;32.8603
"Barking and Dagenham";"E09000002";"E05000039";"Thames";788.848;176.429;128.252;304.681;22.3654;16.2581;38.6235
"Barking and Dagenham";"E09000002";"E05000040";"Valence";129.284;49.8395;0.448761;50.2883;38.5504;0.347113;38.8975
"Barking and Dagenham";"E09000002";"E05000041";"Village";214.748;116.562;8.45422;125.016;54.2785;3.93681;58.2153
"Barking and Dagenham";"E09000002";"E05000042";"Whalebone";155.399;50.0988;0.00545271;50.1043;32.2388;0.00350884;32.2423
"Barnet";"E09000003";"E05000043";"Brunswick Park";317.526;148.473;1.41555;149.888;46.7593;0.445806;47.2051
"Barnet";"E09000003";"E05000044";"Burnt Oak";206.719;89.2024;1.53271;90.7351;43.1515;0.741448;43.893
"Barnet";"E09000003";"E05000045";"Childs Hill";309.301;136.761;0.471988;137.233;44.2162;0.152598;44.3688
"Barnet";"E09000003";"E05000046";"Colindale";263.627;84.454;2.17265;86.6266;32.0354;0.824137;32.8595
"Barnet";"E09000003";"E05000047";"Coppetts";272.058;128.028;0.361458;128.39;47.0591;0.132861;47.192
"Barnet";"E09000003";"E05000048";"East Barnet";374.943;194.584;2.32311;196.907;51.8969;0.619591;52.5165
"Barnet";"E09000003";"E05000049";"East Finchley";250.989;140.035;0.085085;140.12;55.7932;0.0338999;55.8271
"Barnet";"E09000003";"E05000050";"Edgware";555.652;355.228;1.50702;356.735;63.9299;0.271216;64.2011
"Barnet";"E09000003";"E05000051";"Finchley Church End";272.564;123.427;1.55998;124.987;45.2836;0.572336;45.856
"Barnet";"E09000003";"E05000052";"Garden Suburb";472.705;301.401;1.71191;303.113;63.7609;0.362152;64.1231
"Barnet";"E09000003";"E05000053";"Golders Green";297.292;111.675;0.508679;112.184;37.5642;0.171104;37.7353
"Barnet";"E09000003";"E05000054";"Hale";542.315;356.961;4.32133;361.282;65.8217;0.79683;66.6186
"Barnet";"E09000003";"E05000055";"Hendon";283.871;118.086;2.13536;120.221;41.5983;0.752229;42.3506
"Barnet";"E09000003";"E05000056";"High Barnet";830.666;629.937;3.48824;633.425;75.8352;0.419933;76.2551
"Barnet";"E09000003";"E05000057";"Mill Hill";938.921;642.402;3.01312;645.416;68.4192;0.320913;68.7401
"Barnet";"E09000003";"E05000058";"Oakleigh";331.861;163.556;1.14359;164.7;49.2845;0.344599;49.6291
"Barnet";"E09000003";"E05000059";"Totteridge";877.446;669.659;7.16742;676.827;76.3191;0.816851;77.136
"Barnet";"E09000003";"E05000060";"Underhill";455.053;295.53;0.784267;296.314;64.9441;0.172346;65.1165
"Barnet";"E09000003";"E05000061";"West Finchley";216.344;85.3971;1.01473;86.4118;39.4728;0.469034;39.9419
"Barnet";"E09000003";"E05000062";"West Hendon";342.865;144.039;23.0884;167.127;42.0103;6.73398;48.7443
"Barnet";"E09000003";"E05000063";"Woodhouse";262.117;112.074;0.203464;112.278;42.7573;0.0776233;42.8349
"Brent";"E09000005";"E05000085";"Alperton";205.853;60.2722;4.13845;64.4107;29.2792;2.01039;31.2896
"Brent";"E09000005";"E05000086";"Barnhill";297.908;162.04;1.43191;163.471;54.3925;0.480655;54.8731
"Brent";"E09000005";"E05000087";"Brondesbury Park";172.942;82.9843;0.0833754;83.0677;47.9839;0.0482101;48.0321
"Brent";"E09000005";"E05000088";"Dollis Hill";229.956;90.3047;11.7111;102.016;39.2704;5.09278;44.3632
"Brent";"E09000005";"E05000089";"Dudden Hill";168.144;55.3657;0.0228954;55.3886;32.9276;0.0136166;32.9412
"Brent";"E09000005";"E05000090";"Fryent";265.938;152.915;0.0717953;152.987;57.5002;0.026997;57.5272
"Brent";"E09000005";"E05000091";"Harlesden";111.37;31.2289;0.00219012;31.2311;28.0407;0.00196653;28.0426
"Brent";"E09000005";"E05000092";"Kensal Green";112.008;30.9678;0.00258779;30.9703;27.6478;0.00231036;27.6501
"Brent";"E09000005";"E05000093";"Kenton";224.315;103.98;0.878394;104.859;46.3547;0.39159;46.7463
"Brent";"E09000005";"E05000094";"Kilburn";94.4;26.3202;0.0;26.3202;27.8816;0.0;27.8816
"Brent";"E09000005";"E05000095";"Mapesbury";139.347;58.4521;0.0106811;58.4628;41.9471;0.00766508;41.9548
"Brent";"E09000005";"E05000096";"Northwick Park";267.991;139.564;0.354406;139.919;52.0781;0.132246;52.2103
"Brent";"E09000005";"E05000097";"Preston";238.828;99.7837;0.779872;100.564;41.7806;0.326541;42.1071
"Brent";"E09000005";"E05000098";"Queens Park";148.562;58.6208;0.0242334;58.645;39.4588;0.016312;39.4751
"Brent";"E09000005";"E05000099";"Queensbury";205.124;69.8416;0.0280868;69.8697;34.0485;0.0136926;34.0622
"Brent";"E09000005";"E05000100";"Stonebridge";405.063;105.555;5.66439;111.219;26.0589;1.3984;27.4573
"Brent";"E09000005";"E05000101";"Sudbury";212.48;109.581;0.0135093;109.595;51.5724;0.00635793;51.5788
"Brent";"E09000005";"E05000102";"Tokyngton";275.917;71.4183;1.90342;73.3217;25.884;0.689853;26.5738
"Brent";"E09000005";"E05000103";"Welsh Harp";231.897;92.5925;17.356;109.949;39.9283;7.48436;47.4127
"Brent";"E09000005";"E05000104";"Wembley Central";160.424;55.5554;0.109167;55.6646;34.6304;0.0680493;34.6984
"Brent";"E09000005";"E05000105";"Willesden Green";154.803;69.2151;0.0;69.2151;44.7118;0.0;44.7118
"Bromley";"E09000006";"E05000106";"Bickley";486.913;239.074;0.85901;239.933;49.1;0.17642;49.2764
"Bromley";"E09000006";"E05000107";"Biggin Hill";828.039;575.116;0.270955;575.387;69.4551;0.0327225;69.4879
"Bromley";"E09000006";"E05000108";"Bromley Common and Keston";830.82;561.525;7.55276;569.078;67.5869;0.909073;68.496
"Bromley";"E09000006";"E05000109";"Bromley Town";371.656;139.524;1.76224;141.287;37.5413;0.474158;38.0154
"Bromley";"E09000006";"E05000110";"Chelsfield and Pratts Bottom";1256.32;1000.75;2.35391;1003.1;79.6571;0.187366;79.8445
"Bromley";"E09000006";"E05000111";"Chislehurst";1044.12;769.266;5.0783;774.344;73.676;0.486371;74.1624
"Bromley";"E09000006";"E05000112";"Clock House";226.647;91.8968;0.829673;92.7265;40.5462;0.366064;40.9123
"Bromley";"E09000006";"E05000113";"Copers Cope";328.692;161.125;0.611437;161.736;49.02;0.186021;49.206
"Bromley";"E09000006";"E05000114";"Cray Valley East";1327.87;1016.41;16.9923;1033.4;76.5448;1.27967;77.8245
"Bromley";"E09000006";"E05000115";"Cray Valley West";393.85;167.223;0.290552;167.514;42.4586;0.0737722;42.5324
"Bromley";"E09000006";"E05000116";"Crystal Palace";229.114;129.109;3.6737;132.782;56.3513;1.60344;57.9547
"Bromley";"E09000006";"E05000117";"Darwin";2903.96;2652.41;1.07701;2653.49;91.3378;0.0370878;91.3749
"Bromley";"E09000006";"E05000118";"Farnborough and Crofton";700.584;453.43;2.81731;456.247;64.7217;0.402137;65.1238
"Bromley";"E09000006";"E05000119";"Hayes and Coney Hall";1082.31;794.589;2.58546;797.174;73.4163;0.238884;73.6552
"Bromley";"E09000006";"E05000120";"Kelsey and Eden Park";519.895;271.175;4.16646;275.341;52.1595;0.801405;52.9609
"Bromley";"E09000006";"E05000121";"Mottingham and Chislehurst North";244.184;132.539;0.640345;133.18;54.2785;0.262239;54.5407
"Bromley";"E09000006";"E05000122";"Orpington";425.616;170.38;1.04322;171.424;40.0315;0.245108;40.2766
"Bromley";"E09000006";"E05000123";"Penge and Cator";295.972;128.88;0.970294;129.85;43.5447;0.327833;43.8725
"Bromley";"E09000006";"E05000124";"Petts Wood and Knoll";430.127;223.007;0.649752;223.657;51.8468;0.151061;51.9979
"Bromley";"E09000006";"E05000125";"Plaistow and Sundridge";400.094;241.607;1.38183;242.989;60.3875;0.345376;60.7329
"Bromley";"E09000006";"E05000126";"Shortlands";245.665;117.198;0.37807;117.576;47.7064;0.153897;47.8603
"Bromley";"E09000006";"E05000127";"West Wickham";441.047;226.403;0.976404;227.379;51.333;0.221383;51.5544
"Camden";"E09000007";"E05000128";"Belsize";78.057;32.0905;0.00559887;32.0961;41.1116;0.00717279;41.1188
"Camden";"E09000007";"E05000129";"Bloomsbury";102.091;16.527;0.0;16.527;16.1885;0.0;16.1885
"Camden";"E09000007";"E05000130";"Camden Town with Primrose Hill";116.615;34.1491;1.94575;36.0949;29.2836;1.66852;30.9522
"Camden";"E09000007";"E05000131";"Cantelowes";75.933;26.3306;0.00440374;26.335;34.676;0.00579951;34.6819
"Camden";"E09000007";"E05000132";"Fortune Green";100.652;45.4107;0.00939825;45.4201;45.1166;0.00933737;45.1259
"Camden";"E09000007";"E05000133";"Frognal and Fitzjohns";153.023;80.9325;0.0945512;81.027;52.8891;0.0617889;52.9509
"Camden";"E09000007";"E05000134";"Gospel Oak";69.232;24.8212;0.0;24.8212;35.8522;0.0;35.8522
"Camden";"E09000007";"E05000135";"Hampstead Town";244.939;172.334;5.12948;177.464;70.358;2.09419;72.4522
"Camden";"E09000007";"E05000136";"Haverstock";73.177;25.5074;0.00537456;25.5128;34.8571;0.00734461;34.8644
"Camden";"E09000007";"E05000137";"Highgate";323.926;241.636;9.51488;251.151;74.5961;2.93736;77.5335
"Camden";"E09000007";"E05000138";"Holborn and Covent Garden";119.493;17.056;0.0401452;17.0962;14.2737;0.0335963;14.3073
"Camden";"E09000007";"E05000139";"Kentish Town";102.895;24.9792;0.0;24.9792;24.2764;0.0;24.2764
"Camden";"E09000007";"E05000140";"Kilburn";68.518;21.7736;0.0;21.7736;31.7779;0.0;31.7779
"Camden";"E09000007";"E05000141";"Kings Cross";61.138;16.099;0.011432;16.1104;26.3322;0.0186987;26.3509
"Camden";"E09000007";"E05000142";"Regents Park";134.956;51.663;0.235632;51.8986;38.2814;0.174599;38.456
"Camden";"E09000007";"E05000143";"St. Pancras and Somers Town";139.889;26.2972;2.78653;29.0838;18.7986;1.99196;20.7906
"Camden";"E09000007";"E05000144";"Swiss Cottage";125.671;61.2983;0.0301569;61.3284;48.7768;0.0239967;48.8008
"Camden";"E09000007";"E05000145";"West Hampstead";88.729;24.1139;0.0;24.1139;27.177;0.0;27.177
"Ealing";"E09000009";"E05000170";"Acton Central";177.463;65.7498;0.00298386;65.7528;37.0499;0.0016814;37.0516
"Ealing";"E09000009";"E05000171";"Cleveland";222.856;118.609;2.25505;120.864;53.2221;1.01189;54.234
"Ealing";"E09000009";"E05000172";"Dormers Wells";225.73;124.868;3.05003;127.918;55.3174;1.35119;56.6685
"Ealing";"E09000009";"E05000173";"Ealing Broadway";185.676;72.2647;0.218794;72.4835;38.9198;0.117837;39.0376
"Ealing";"E09000009";"E05000174";"Ealing Common";214.106;95.5812;0.191033;95.7722;44.642;0.0892237;44.7312
"Ealing";"E09000009";"E05000175";"East Acton";427.588;114.225;1.53575;115.76;26.7137;0.359166;27.0729
"Ealing";"E09000009";"E05000176";"Elthorne";199.963;83.3577;4.45399;87.8117;41.6866;2.22741;43.914
"Ealing";"E09000009";"E05000177";"Greenford Broadway";251.669;111.989;4.10864;116.098;44.4986;1.63256;46.1312
"Ealing";"E09000009";"E05000178";"Greenford Green";338.477;123.804;4.65798;128.462;36.5767;1.37616;37.9528
"Ealing";"E09000009";"E05000179";"Hanger Hill";327.724;164.813;1.5423;166.355;50.2902;0.470609;50.7608
"Ealing";"E09000009";"E05000180";"Hobbayne";220.937;125.647;3.11564;128.762;56.87;1.41019;58.2802
"Ealing";"E09000009";"E05000181";"Lady Margaret";154.182;53.3733;0.132594;53.5058;34.617;0.0859983;34.703
"Ealing";"E09000009";"E05000182";"Northfield";154.011;59.0897;0.0310129;59.1207;38.3672;0.0201368;38.3873
"Ealing";"E09000009";"E05000183";"North Greenford";325.737;215.82;2.82874;218.649;66.256;0.868413;67.1244
"Ealing";"E09000009";"E05000184";"Northolt Mandeville";275.664;142.841;0.866465;143.708;51.8172;0.314319;52.1316
"Ealing";"E09000009";"E05000185";"Northolt West End";354.536;224.787;3.0011;227.788;63.4031;0.846488;64.2495
"Ealing";"E09000009";"E05000186";"Norwood Green";379.609;175.11;8.04527;183.155;46.1289;2.11936;48.2483
"Ealing";"E09000009";"E05000187";"Perivale";336.775;156.51;5.31181;161.822;46.4731;1.57726;48.0504
"Ealing";"E09000009";"E05000188";"South Acton";171.92;55.6764;0.010944;55.6873;32.385;0.00636577;32.3914
"Ealing";"E09000009";"E05000189";"Southall Broadway";161.725;29.9326;2.35314;32.2857;18.5083;1.45503;19.9633
"Ealing";"E09000009";"E05000190";"Southall Green";158.616;26.5259;4.33607;30.862;16.7234;2.73369;19.4571
"Ealing";"E09000009";"E05000191";"Southfield";142.869;42.9415;0.00774913;42.9492;30.0565;0.00542394;30.062
"Ealing";"E09000009";"E05000192";"Walpole";146.596;58.1405;0.15445;58.2949;39.6603;0.105358;39.7657
"Enfield";"E09000010";"E05000193";"Bowes";148.337;54.1765;1.57508;55.7516;36.5226;1.06183;37.5844
"Enfield";"E09000010";"E05000194";"Bush Hill Park";252.449;115.168;1.16798;116.336;45.6204;0.462658;46.083
"Enfield";"E09000010";"E05000195";"Chase";1693.54;1408.97;17.2504;1426.22;83.1965;1.0186;84.2151
"Enfield";"E09000010";"E05000196";"Cockfosters";1041.28;782.978;9.21575;792.193;75.1938;0.885042;76.0789
"Enfield";"E09000010";"E05000197";"Edmonton Green";312.642;95.4953;6.97433;102.47;30.5446;2.23077;32.7754
"Enfield";"E09000010";"E05000198";"Enfield Highway";463.653;104.813;85.7228;190.535;22.6058;18.4886;41.0944
"Enfield";"E09000010";"E05000199";"Enfield Lock";325.231;140.296;15.8532;156.149;43.1374;4.87446;48.0118
"Enfield";"E09000010";"E05000200";"Grange";328.516;178.087;4.22177;182.309;54.2097;1.2851;55.4948
"Enfield";"E09000010";"E05000201";"Haselbury";179.602;72.6876;0.787568;73.4752;40.4715;0.438507;40.91
"Enfield";"E09000010";"E05000202";"Highlands";508.803;350.703;3.31929;354.022;68.9271;0.652372;69.5795
"Enfield";"E09000010";"E05000203";"Jubilee";392.833;116.891;117.077;233.968;29.7559;29.8033;59.5592
"Enfield";"E09000010";"E05000204";"Lower Edmonton";218.248;44.8724;42.2401;87.1125;20.5603;19.3542;39.9145
"Enfield";"E09000010";"E05000205";"Palmers Green";194.212;68.7405;2.50845;71.249;35.3946;1.2916;36.6862
"Enfield";"E09000010";"E05000206";"Ponders End";354.296;72.5891;102.036;174.625;20.4882;28.7998;49.288
"Enfield";"E09000010";"E05000207";"Southbury";286.704;102.276;0.02471;102.301;35.6731;0.00861865;35.6817
"Enfield";"E09000010";"E05000208";"Southgate";268.727;133.092;0.261157;133.353;49.5268;0.0971831;49.6239
"Enfield";"E09000010";"E05000209";"Southgate Green";261.351;113.376;2.89832;116.274;43.3807;1.10898;44.4896
"Enfield";"E09000010";"E05000210";"Town";223.14;83.2428;2.08392;85.3268;37.3052;0.933908;38.2391
"Enfield";"E09000010";"E05000211";"Turkey Street";226.15;93.4117;0.85235;94.2641;41.3052;0.376896;41.6821
"Enfield";"E09000010";"E05000212";"Upper Edmonton";264.24;79.1688;4.06742;83.2362;29.9609;1.53929;31.5002
"Enfield";"E09000010";"E05000213";"Winchmore Hill";276.07;141.697;3.87529;145.573;51.3266;1.40373;52.7303
"Greenwich";"E09000011";"E05000214";"Abbey Wood";265.721;138.721;0.0220378;138.743;52.2055;0.00829358;52.2137
"Greenwich";"E09000011";"E05000215";"Blackheath Westcombe";213.815;114.271;0.0621481;114.333;53.4438;0.0290663;53.4729
"Greenwich";"E09000011";"E05000216";"Charlton";203.12;90.4948;0.0107735;90.5056;44.5524;0.005304;44.5577
"Greenwich";"E09000011";"E05000217";"Coldharbour and New Eltham";254.935;102.946;0.0171415;102.963;40.3812;0.00672388;40.388
"Greenwich";"E09000011";"E05000218";"Eltham North";255.512;116.021;0.334891;116.356;45.4073;0.131067;45.5384
"Greenwich";"E09000011";"E05000219";"Eltham South";462.641;280.922;2.35879;283.281;60.7214;0.509854;61.2312
"Greenwich";"E09000011";"E05000220";"Eltham West";242.564;86.7688;2.07402;88.8428;35.7715;0.855041;36.6266
"Greenwich";"E09000011";"E05000221";"Glyndon";170.196;50.3048;16.9622;67.267;29.557;9.96627;39.5233
"Greenwich";"E09000011";"E05000222";"Greenwich West";279.234;125.159;26.9276;152.086;44.8222;9.64339;54.4656
"Greenwich";"E09000011";"E05000223";"Kidbrooke with Hornfair";237.454;109.953;0.20798;110.161;46.3049;0.0875875;46.3925
"Greenwich";"E09000011";"E05000224";"Middle Park and Sutcliffe";329.143;182.74;1.61872;184.358;55.5198;0.491799;56.0116
"Greenwich";"E09000011";"E05000225";"Peninsula";449.194;57.6313;108.904;166.536;12.8299;24.2444;37.0744
"Greenwich";"E09000011";"E05000226";"Plumstead";234.189;110.265;0.211045;110.476;47.0839;0.0901173;47.174
"Greenwich";"E09000011";"E05000227";"Shooters Hill";377.072;260.864;0.384432;261.248;69.1814;0.101952;69.2833
"Greenwich";"E09000011";"E05000228";"Thamesmead Moorings";481.256;174.431;106.961;281.392;36.2451;22.2253;58.4704
"Greenwich";"E09000011";"E05000229";"Woolwich Common";262.035;118.358;0.709778;119.067;45.1687;0.270872;45.4395
"Greenwich";"E09000011";"E05000230";"Woolwich Riverside";326.109;60.2364;74.176;134.412;18.4712;22.7458;41.217
"Hammersmith and Fulham";"E09000013";"E05000250";"Addison";55.481;11.5186;0.0;11.5186;20.7613;0.0;20.7613
"Hammersmith and Fulham";"E09000013";"E05000251";"Askew";76.25;18.7855;0.0;18.7855;24.6368;0.0;24.6368
"Hammersmith and Fulham";"E09000013";"E05000252";"Avonmore and Brook Green";89.659;23.1442;0.0;23.1442;25.8136;0.0;25.8136
"Hammersmith and Fulham";"E09000013";"E05000253";"College Park and Old Oak";343.654;150.43;2.96964;153.4;43.7737;0.864137;44.6379
"Hammersmith and Fulham";"E09000013";"E05000254";"Fulham Broadway";66.797;9.36069;0.0;9.36069;14.0136;0.0;14.0136
"Hammersmith and Fulham";"E09000013";"E05000255";"Fulham Reach";88.198;23.0473;5.94794;28.9952;26.1313;6.74385;32.8752
"Hammersmith and Fulham";"E09000013";"E05000256";"Hammersmith Broadway";110.305;18.662;5.2338;23.8958;16.9185;4.74484;21.6634
"Hammersmith and Fulham";"E09000013";"E05000257";"Munster";62.427;10.42;0.00278393;10.4228;16.6915;0.00445949;16.696
"Hammersmith and Fulham";"E09000013";"E05000258";"North End";63.517;10.7041;0.0;10.7041;16.8523;0.0;16.8523
"Hammersmith and Fulham";"E09000013";"E05000259";"Palace Riverside";148.083;52.2585;34.4951;86.7536;35.29;23.2945;58.5845
"Hammersmith and Fulham";"E09000013";"E05000260";"Parsons Green and Walham";89.587;20.3254;0.00825575;20.3336;22.6879;0.00921534;22.6971
"Hammersmith and Fulham";"E09000013";"E05000261";"Ravenscourt Park";121.533;42.3175;6.52739;48.8449;34.8198;5.37088;40.1906
"Hammersmith and Fulham";"E09000013";"E05000262";"Sands End";137.806;22.1817;24.1147;46.2964;16.0963;17.499;33.5953
"Hammersmith and Fulham";"E09000013";"E05000263";"Shepherds Bush Green";106.82;21.3979;0.0846265;21.4826;20.0318;0.0792235;20.111
"Hammersmith and Fulham";"E09000013";"E05000264";"Town";65.129;7.25658;0.0;7.25658;11.1419;0.0;11.1419
"Hammersmith and Fulham";"E09000013";"E05000265";"Wormholt and White City";90.164;31.5593;0.0135193;31.5728;35.0021;0.0149941;35.0171
"Haringey";"E09000014";"E05000266";"Alexandra";261.385;167.76;4.88835;172.648;64.1811;1.87017;66.0512
"Haringey";"E09000014";"E05000267";"Bounds Green";138.624;50.2047;0.345025;50.5498;36.2165;0.248893;36.4654
"Haringey";"E09000014";"E05000268";"Bruce Grove";93.658;24.1926;0.00022883;24.1928;25.8307;0.000244325;25.831
"Haringey";"E09000014";"E05000269";"Crouch End";144.04;75.1252;0.158912;75.2841;52.1558;0.110325;52.2661
"Haringey";"E09000014";"E05000270";"Fortis Green";199.071;105.881;0.0866981;105.967;53.1875;0.0435514;53.231
"Haringey";"E09000014";"E05000271";"Harringay";156.609;68.1152;2.64699;70.7622;43.4938;1.69019;45.184
"Haringey";"E09000014";"E05000272";"Highgate";249.482;165.776;0.230445;166.006;66.4479;0.0923694;66.5403
"Haringey";"E09000014";"E05000273";"Hornsey";105.39;32.468;0.370146;32.8382;30.8075;0.351215;31.1587
"Haringey";"E09000014";"E05000274";"Muswell Hill";165.328;93.5618;0.09886;93.6607;56.5916;0.0597963;56.6514
"Haringey";"E09000014";"E05000275";"Noel Park";122.564;28.6721;0.0128549;28.685;23.3936;0.0104883;23.4041
"Haringey";"E09000014";"E05000276";"Northumberland Park";188.802;54.2716;3.67029;57.9419;28.7452;1.94399;30.6892
"Haringey";"E09000014";"E05000277";"St. Anns";109.381;33.0742;0.0;33.0742;30.2376;0.0;30.2376
"Haringey";"E09000014";"E05000278";"Seven Sisters";129.463;40.5131;1.15141;41.6646;31.2932;0.889373;32.1826
"Haringey";"E09000014";"E05000279";"Stroud Green";109.374;46.755;0.0862469;46.8412;42.7478;0.0788551;42.8266
"Haringey";"E09000014";"E05000280";"Tottenham Green";135.966;36.2141;0.0;36.2141;26.6346;0.0;26.6346
"Haringey";"E09000014";"E05000281";"Tottenham Hale";191.189;67.5625;7.71711;75.2796;35.3381;4.03638;39.3744
"Haringey";"E09000014";"E05000282";"West Green";139.911;64.3743;0.644715;65.019;46.0109;0.460803;46.4717
"Haringey";"E09000014";"E05000283";"White Hart Lane";169.885;77.6853;1.10937;78.7947;45.7282;0.65301;46.3812
"Haringey";"E09000014";"E05000284";"Woodside";149.715;56.6798;0.190091;56.8699;37.8585;0.126968;37.9855
"Harrow";"E09000015";"E05000285";"Belmont";177.704;77.4468;0.076293;77.5231;43.5819;0.0429326;43.6248
"Harrow";"E09000015";"E05000286";"Canons";562.632;392.992;7.88657;400.878;69.8488;1.40173;71.2506
"Harrow";"E09000015";"E05000287";"Edgware";140.319;48.9414;0.554449;49.4959;34.8787;0.395135;35.2738
"Harrow";"E09000015";"E05000288";"Greenhill";174.49;56.342;0.0105607;56.3525;32.2895;0.00605234;32.2956
"Harrow";"E09000015";"E05000289";"Harrow on the Hill";357.209;245.108;1.15365;246.262;68.6177;0.322961;68.9406
"Harrow";"E09000015";"E05000290";"Harrow Weald";458.973;337.87;2.20502;340.075;73.6143;0.480424;74.0947
"Harrow";"E09000015";"E05000291";"Hatch End";327.866;200.253;0.453265;200.706;61.0776;0.138247;61.2159
"Harrow";"E09000015";"E05000292";"Headstone North";329.634;209.662;1.69511;211.358;63.6046;0.51424;64.1189
"Harrow";"E09000015";"E05000293";"Headstone South";146.764;62.1651;0.0372259;62.2023;42.3572;0.0253644;42.3825
"Harrow";"E09000015";"E05000294";"Kenton East";127.926;45.2478;0.227354;45.4752;35.3703;0.177723;35.548
"Harrow";"E09000015";"E05000295";"Kenton West";176.456;73.8712;0.222966;74.0942;41.8638;0.126358;41.9902
"Harrow";"E09000015";"E05000296";"Marlborough";164.663;49.7304;0.149027;49.8795;30.2013;0.0905041;30.2918
"Harrow";"E09000015";"E05000297";"Pinner";327.742;207.375;0.850733;208.226;63.2739;0.259574;63.5335
"Harrow";"E09000015";"E05000298";"Pinner South";234.561;126.29;1.75081;128.041;53.8412;0.746421;54.5876
"Harrow";"E09000015";"E05000299";"Queensbury";161.364;64.0451;0.0798054;64.1249;39.6898;0.0494568;39.7393
"Harrow";"E09000015";"E05000300";"Rayners Lane";152.974;60.7136;1.5717;62.2853;39.6889;1.02743;40.7163
"Harrow";"E09000015";"E05000301";"Roxbourne";150.576;59.6286;0.394661;60.0232;39.6003;0.262101;39.8624
"Harrow";"E09000015";"E05000302";"Roxeth";157.492;74.4299;0.00195719;74.4319;47.2595;0.00124272;47.2607
"Harrow";"E09000015";"E05000303";"Stanmore Park";445.929;298.123;4.54466;302.668;66.8544;1.01914;67.8735
"Harrow";"E09000015";"E05000304";"Wealdstone";119.595;36.161;0.00177963;36.1628;30.2362;0.00148805;30.2377
"Harrow";"E09000015";"E05000305";"West Harrow";151.462;70.2157;0.0153141;70.231;46.3586;0.0101109;46.3687
"Havering";"E09000016";"E05000306";"Brooklands";420.264;224.668;1.37349;226.042;53.4589;0.326816;53.7857
"Havering";"E09000016";"E05000307";"Cranham";655.501;457.274;2.29958;459.573;69.7595;0.350813;70.1103
"Havering";"E09000016";"E05000308";"Elm Park";366.535;236.379;12.1539;248.533;64.4902;3.31588;67.8061
